time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",All students,All State-funded students,Female,298,1539,2784,2751,1676,659,161,9868
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",All students,All State-funded students,Male,118,562,1007,987,635,281,109,3699
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,All students,All State-funded students,Female,1386,3828,7948,7596,3988,1296,396,26473
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,All students,All State-funded students,Male,219,739,1984,2381,1588,543,240,7700
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",All students,All State-funded students,Female,318,911,1131,925,481,201,43,4012
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",All students,All State-funded students,Male,159,379,548,385,216,61,20,1768
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",All students,All State-funded students,Female,71,361,597,452,206,62,14,1763
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",All students,All State-funded students,Male,40,147,322,291,133,45,16,994
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",All students,All State-funded students,Female,2074,5002,11314,11760,6242,1396,201,38003
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",All students,All State-funded students,Male,634,1283,3215,3766,2215,566,117,11798
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,All students,All State-funded students,Female,2856,5685,4597,4575,3666,2319,704,24402
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,All students,All State-funded students,Male,6534,9117,6763,6566,5726,3532,1306,39545
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",All students,All State-funded students,Female,428,795,552,269,130,48,36,2258
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",All students,All State-funded students,Male,190,475,357,208,104,35,36,1405
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",All students,All State-funded students,All genders,21,215,368,528,456,254,106,1948
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",All students,All State-funded students,All genders,3353,4333,9515,7244,3203,1008,257,28931
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,All students,All State-funded students,All genders,3073,8397,10513,12036,10525,5866,2150,52560
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",All students,All State-funded students,All genders,733,2684,7258,7812,4625,1656,532,25316
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,All students,All State-funded students,All genders,2663,8564,9907,9090,7122,4341,1787,43474
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),All students,All State-funded students,All genders,303,1317,2101,2188,1928,1092,487,9429
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,All students,All State-funded students,All genders,265,716,1694,2197,1732,749,243,7596
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",All students,All State-funded students,All genders,204,872,2461,2507,1232,334,59,7669
201819,Academic year,National,E92000001,England,Economics,Social Sciences,All students,All State-funded students,All genders,1062,4140,6101,5471,3160,1111,393,21445
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",All students,All State-funded students,All genders,464,1415,1726,1101,631,251,76,5665
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,All students,All State-funded students,All genders,2237,2721,1972,1360,839,378,186,9693
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,All students,All State-funded students,All genders,4,13,33,40,49,37,17,193
201819,Academic year,National,E92000001,England,Geography,Social Sciences,All students,All State-funded students,All genders,1171,4637,7913,7564,4316,1358,408,27388
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",All students,All State-funded students,All genders,200,533,547,422,277,107,14,2100
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,All students,All State-funded students,All genders,758,2420,4061,3682,2055,785,300,14061
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",All students,All State-funded students,All genders,1580,6548,12413,11431,6134,1895,429,40464
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,All students,All State-funded students,All genders,0,0,2,3,1,0,0,6
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),All students,All State-funded students,All genders,0,2,8,18,14,5,5,52
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",All students,All State-funded students,All genders,469,1306,2526,2901,2058,1032,406,10698
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",All students,All State-funded students,All genders,159,1203,4544,4905,2122,459,113,13505
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",All students,All State-funded students,All genders,115,465,994,1080,765,292,83,3794
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",All students,All State-funded students,All genders,117,586,1861,1920,838,192,61,5575
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,All students,All State-funded students,All genders,104,333,475,581,438,264,70,2265
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,All students,All State-funded students,All genders,61,276,583,594,444,261,83,2302
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",All students,All State-funded students,All genders,381,1051,2386,2616,1819,844,277,9374
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,All students,All State-funded students,All genders,2109,5009,6304,5807,4734,2859,1410,28232
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,All students,All State-funded students,All genders,2183,6545,14670,15753,10263,4752,1554,55746
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",All students,All State-funded students,All genders,416,2101,3791,3738,2311,940,270,13567
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,All students,All State-funded students,All genders,1605,4567,9932,9977,5576,1839,636,34173
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",All students,All State-funded students,All genders,477,1290,1679,1310,697,262,63,5780
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",All students,All State-funded students,All genders,111,508,919,743,339,107,30,2757
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",All students,All State-funded students,All genders,2708,6285,14529,15526,8457,1962,318,49801
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,All students,All State-funded students,All genders,9390,14802,11360,11141,9392,5851,2010,63947
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",All students,All State-funded students,All genders,618,1270,909,477,234,83,72,3663
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",All students,All students,All genders,23,238,402,551,482,278,119,2093
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",All students,All students,All genders,4463,5391,10901,7882,3408,1070,275,33408
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,All students,All students,All genders,4206,10496,12366,13490,11372,6247,2296,60473
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",All students,All students,All genders,950,3368,8614,8907,5159,1866,612,29495
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,All students,All students,All genders,3920,11253,11918,10314,7783,4676,1909,51774
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),All students,All students,All genders,351,1487,2258,2336,2032,1156,523,10156
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,All students,All students,All genders,417,1058,2152,2562,1871,807,262,9129
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",All students,All students,All genders,400,1277,3045,2812,1318,359,60,9271
201819,Academic year,National,E92000001,England,Economics,Social Sciences,All students,All students,All genders,2017,6504,8227,6528,3610,1281,444,28627
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",All students,All students,All genders,741,2009,2244,1358,716,293,83,7446
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,All students,All students,All genders,3257,3816,2586,1681,996,452,227,13015
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,All students,All students,All genders,5,14,37,46,56,39,25,222
201819,Academic year,National,E92000001,England,Geography,Social Sciences,All students,All students,All genders,1692,5826,9156,8314,4616,1454,427,31509
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",All students,All students,All genders,310,778,692,529,314,116,14,2753
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,All students,All students,All genders,1248,3450,5134,4296,2298,851,331,17608
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",All students,All students,All genders,2353,8321,14263,12334,6469,1971,443,46194
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,All students,All students,All genders,0,0,2,4,2,0,0,8
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),All students,All students,All genders,0,5,13,22,18,6,5,69
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",All students,All students,All genders,474,1319,2555,2921,2076,1044,413,10802
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",All students,All students,All genders,175,1254,4654,4985,2147,463,114,13792
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",All students,All students,All genders,223,753,1305,1276,845,315,85,4802
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",All students,All students,All genders,123,634,1930,1989,860,195,62,5793
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,All students,All students,All genders,150,393,523,611,452,272,76,2477
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,All students,All students,All genders,101,371,682,666,488,276,91,2675
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",All students,All students,All genders,474,1270,2772,2986,2024,927,311,10764
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,All students,All students,All genders,3075,6674,7782,6857,5377,3157,1557,34479
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,All students,All students,All genders,2616,7504,15974,16752,10783,4977,1645,60280
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",All students,All students,All genders,695,2772,4509,4122,2490,980,286,15854
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,All students,All students,All genders,1642,4663,10080,10110,5661,1863,649,34710
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",All students,All students,All genders,789,1907,2187,1585,807,290,68,7636
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",All students,All students,All genders,409,1096,1384,993,424,129,31,4466
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",All students,All students,All genders,3687,7621,16305,16599,8856,2076,333,55496
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,All students,All students,All genders,13340,19379,13944,13119,10677,6568,2300,79328
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",All students,All students,All genders,1119,2520,1710,681,269,96,92,6488
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Disadvantage,Disadvantaged,All genders,3,24,39,90,78,60,27,321
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Disadvantage,Disadvantaged,All genders,261,472,1223,1242,628,252,66,4145
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Disadvantage,Disadvantaged,All genders,194,828,1344,1725,1805,1161,510,7567
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Disadvantage,Disadvantaged,All genders,54,262,824,1135,763,314,115,3468
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Disadvantage,Disadvantaged,All genders,156,866,1300,1452,1362,918,446,6500
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Disadvantage,Disadvantaged,All genders,13,104,209,283,292,198,117,1216
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Disadvantage,Disadvantaged,All genders,10,39,154,231,244,115,52,845
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Disadvantage,Disadvantaged,All genders,9,65,259,354,202,87,16,992
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Disadvantage,Disadvantaged,All genders,81,383,755,822,634,247,110,3032
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Disadvantage,Disadvantaged,All genders,22,111,189,130,105,46,14,617
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Disadvantage,Disadvantaged,All genders,130,214,198,193,124,53,50,962
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Disadvantage,Disadvantaged,All genders,0,0,1,3,5,5,0,14
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Disadvantage,Disadvantaged,All genders,47,264,589,716,560,214,64,2454
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Disadvantage,Disadvantaged,All genders,14,34,37,38,32,9,0,164
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Disadvantage,Disadvantaged,All genders,52,264,564,660,436,204,78,2258
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Disadvantaged,All genders,99,498,1450,1627,1127,402,101,5307
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Disadvantage,Disadvantaged,All genders,0,0,3,1,4,1,1,10
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Disadvantaged,All genders,65,186,402,522,438,244,103,1960
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Disadvantaged,All genders,8,146,635,894,486,108,37,2314
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Disadvantaged,All genders,2,16,55,77,88,36,13,287
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Disadvantaged,All genders,9,53,242,360,161,47,17,889
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Disadvantaged,All genders,2,20,38,60,44,33,14,211
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Disadvantaged,All genders,2,20,74,99,87,58,15,355
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Disadvantaged,All genders,10,43,115,186,162,83,32,631
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Disadvantaged,All genders,102,350,627,682,646,431,287,3125
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Disadvantaged,All genders,196,779,2150,2715,1998,1051,372,9263
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Disadvantaged,All genders,32,256,617,741,523,238,64,2471
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Disadvantaged,All genders,220,748,1961,2216,1305,462,179,7097
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Disadvantaged,All genders,43,138,193,179,90,47,11,701
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Disadvantaged,All genders,4,43,81,121,51,20,5,325
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Disadvantaged,All genders,184,643,1903,2711,1770,484,85,7783
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Disadvantaged,All genders,631,1455,1341,1419,1458,1099,478,7882
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Disadvantaged,All genders,105,210,192,123,59,26,27,742
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Disadvantage,Non-Disadvantaged,All genders,18,187,322,434,377,191,75,1604
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,All genders,3055,3810,8208,5945,2544,750,186,24515
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,2852,7468,9030,10159,8629,4633,1610,44381
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Disadvantage,Non-Disadvantaged,All genders,672,2386,6338,6592,3796,1319,399,21517
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,2465,7563,8440,7504,5679,3364,1316,36331
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Disadvantage,Non-Disadvantaged,All genders,284,1199,1872,1872,1605,875,358,8078
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Disadvantage,Non-Disadvantaged,All genders,253,672,1528,1955,1481,631,189,6709
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,All genders,195,800,2185,2127,1010,246,41,6604
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Disadvantage,Non-Disadvantaged,All genders,966,3702,5278,4574,2488,851,278,18144
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,All genders,416,1245,1488,947,511,203,61,4872
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,2067,2459,1744,1145,702,315,129,8561
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Disadvantage,Non-Disadvantaged,All genders,4,13,32,37,43,31,17,177
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Disadvantage,Non-Disadvantaged,All genders,1119,4345,7288,6800,3718,1137,335,24762
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,All genders,158,468,493,371,239,94,14,1837
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Disadvantage,Non-Disadvantaged,All genders,700,2130,3460,2990,1596,574,218,11668
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,All genders,1471,6003,10874,9726,4976,1486,325,34892
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Disadvantage,Non-Disadvantaged,All genders,0,0,2,3,1,0,0,6
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Disadvantage,Non-Disadvantaged,All genders,0,2,5,17,10,4,4,42
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Non-Disadvantaged,All genders,400,1098,2105,2358,1603,784,302,8650
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,All genders,151,1044,3865,3979,1614,347,73,11073
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,All genders,113,443,931,987,667,255,69,3465
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,All genders,107,528,1601,1545,669,144,44,4638
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,99,308,431,517,387,229,54,2025
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Non-Disadvantaged,All genders,59,254,508,490,355,199,68,1933
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Non-Disadvantaged,All genders,369,1003,2253,2412,1641,749,241,8668
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,1969,4574,5590,5024,4015,2383,1097,24652
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,1961,5709,12387,12916,8189,3668,1168,46021
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,All genders,380,1832,3157,2980,1773,697,204,11023
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Non-Disadvantaged,All genders,1371,3768,7894,7672,4229,1358,452,26777
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,All genders,395,1092,1432,1108,604,211,50,4894
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,All genders,107,463,830,610,286,86,25,2407
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Non-Disadvantaged,All genders,2499,5584,12507,12698,6611,1463,232,41607
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Non-Disadvantaged,All genders,8612,13126,9817,9550,7779,4643,1468,54995
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,All genders,408,918,620,332,164,52,42,2536
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,All genders,0,4,7,4,1,3,4,23
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,All genders,37,51,84,57,31,6,5,271
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,27,101,139,152,91,72,30,612
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,All genders,7,36,96,85,66,23,18,331
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,42,135,167,134,81,59,25,643
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Disadvantage,Unknown disadvantaged status,All genders,6,14,20,33,31,19,12,135
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Disadvantage,Unknown disadvantaged status,All genders,2,5,12,11,7,3,2,42
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,All genders,0,7,17,26,20,1,2,73
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Disadvantage,Unknown disadvantaged status,All genders,15,55,68,75,38,13,5,269
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,All genders,26,59,49,24,15,2,1,176
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,40,48,30,22,13,10,7,170
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Disadvantage,Unknown disadvantaged status,All genders,0,0,0,0,1,1,0,2
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Disadvantage,Unknown disadvantaged status,All genders,5,28,36,48,38,7,9,172
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,All genders,28,31,17,13,6,4,0,99
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Disadvantage,Unknown disadvantaged status,All genders,6,26,37,32,23,7,4,135
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,All genders,10,47,89,78,31,7,3,265
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,All genders,4,22,19,21,17,4,1,88
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,All genders,0,13,44,32,22,4,3,118
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,All genders,0,6,8,16,10,1,1,42
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,All genders,1,5,18,15,8,1,0,48
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,3,5,6,4,7,2,2,29
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Unknown disadvantaged status,All genders,0,2,1,5,2,4,0,14
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Unknown disadvantaged status,All genders,2,5,18,18,16,12,4,75
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,38,85,87,101,73,45,26,455
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,26,57,133,122,76,33,14,462
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,All genders,4,13,17,17,15,5,2,73
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Unknown disadvantaged status,All genders,14,51,77,89,42,19,5,299
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,All genders,39,60,54,23,3,4,2,185
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,All genders,0,2,8,12,2,1,0,25
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Unknown disadvantaged status,All genders,25,58,119,117,76,15,1,411
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,All genders,147,221,202,172,155,109,64,1070
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,All genders,105,142,97,22,11,5,3,385
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Any other ethnic group,All genders,0,4,2,8,5,6,3,28
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Any other ethnic group,All genders,38,60,132,122,63,22,4,441
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Any other ethnic group,All genders,63,209,263,270,266,153,62,1286
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Any other ethnic group,All genders,8,21,89,106,73,35,14,346
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Any other ethnic group,All genders,58,209,302,304,210,156,64,1303
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Any other ethnic group,All genders,4,17,41,42,30,23,18,175
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Any other ethnic group,All genders,3,10,23,30,17,10,5,98
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Any other ethnic group,All genders,0,4,17,27,10,2,1,61
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Any other ethnic group,All genders,15,70,116,137,85,26,10,459
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Any other ethnic group,All genders,4,28,36,18,12,2,0,100
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Any other ethnic group,All genders,32,50,45,30,20,11,4,192
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Any other ethnic group,All genders,0,1,0,1,0,0,1,3
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Any other ethnic group,All genders,7,42,66,64,41,11,4,235
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Any other ethnic group,All genders,1,6,3,4,4,1,0,19
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Any other ethnic group,All genders,8,46,64,88,52,23,12,293
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Any other ethnic group,All genders,19,69,143,149,87,27,7,501
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Any other ethnic group,All genders,0,0,0,1,0,0,1,2
